,valoracion_stockfish
5755,87.0
5756,-57.0
5757,78.0
5758,-32.0
5759,65.0
5760,-82.0
5761,113.0
5762,-36.0
5763,88.0
5764,-101.0
5765,99.0
5766,-77.0
5767,2.0
5768,-69.0
5769,128.0
5770,-121.0
5771,103.0
5772,-77.0
5773,134.0
5774,-86.0
5775,97.0
5776,-122.0
5777,106.0
5778,-28.0
5779,286.0
5780,-175.0
5781,270.0
5782,-118.0
5783,524.0
5784,-227.0
5785,350.0
5786,-305.0
5787,281.0
5788,-296.0
5789,129.0
5790,-285.0
5791,306.0
5792,-319.0
5793,171.0
5794,-305.0
5795,-37.0
5796,34.0
5797,-32.0
5798,53.0
5799,-28.0
5800,58.0
5801,-22.0
5802,27.0
5803,-21.0
5804,36.0
5805,-39.0
5806,14.0
5807,-54.0
5808,91.0
5809,-111.0
5810,112.0
5811,-126.0
5812,102.0
5813,-37.0
5814,27.0
5815,-30.0
5816,74.0
5817,-52.0
5818,79.0
5819,-14.0
5820,74.0
5821,-31.0
5822,118.0
5823,-77.0
5824,96.0
5825,16.0
5826,-17.0
5827,2.0
5828,14.0
5829,43.0
5830,-56.0
5831,72.0
5832,-9.0
5833,139.0
5834,-62.0
5835,43.0
5836,-96.0
5837,100.0
5838,-89.0
5839,54.0
5840,-75.0
5841,93.0
5842,-86.0
5843,26.0
5844,-58.0
5845,114.0
5846,-125.0
5847,185.0
5848,-111.0
5849,127.0
5850,-158.0
5851,161.0
5852,-117.0
5853,186.0
5854,-190.0
5855,181.0
5856,-142.0
5857,115.0
5858,11.0
5859,24.0
5860,-16.0
5861,-17.0
5862,148.0
5863,16.0
5864,487.0
5865,-501.0
5866,534.0
5867,-521.0
5868,544.0
5869,-521.0
5870,550.0
5871,-495.0
5872,537.0
5873,-471.0
5874,468.0
5875,-432.0
5876,576.0
5877,-436.0
5878,-37.0
5879,25.0
5880,-32.0
5881,65.0
5882,-100.0
5883,87.0
5884,-71.0
5885,101.0
5886,-100.0
5887,93.0
5888,-78.0
5889,46.0
5890,-35.0
5891,89.0
5892,11.0
5893,139.0
5894,-64.0
5895,69.0
5896,-75.0
5897,65.0
5898,-81.0
5899,75.0
5900,-53.0
5901,71.0
5902,-74.0
5903,72.0
5904,-61.0
5905,52.0
5906,-76.0
5907,144.0
5908,-96.0
5909,236.0
5910,-127.0
5911,120.0
5912,-112.0
5913,275.0
5914,-136.0
5915,108.0
5916,-110.0
5917,115.0
5918,-112.0
5919,214.0
5920,-217.0
5921,131.0
5922,-193.0
5923,193.0
5924,-144.0
5925,134.0
5926,-154.0
5927,181.0
5928,-140.0
5929,187.0
5930,-132.0
5931,185.0
5932,-160.0
5933,185.0
5934,-86.0
5935,-16.0
5936,100.0
5937,-68.0
5938,-1.0
5939,-29.0
5940,156.0
5941,-106.0
5942,104.0
5943,-166.0
5944,147.0
5945,-40.0
5946,100.0
5947,-107.0
5948,95.0
5949,-137.0
5950,146.0
5951,-164.0
5952,206.0
5953,-230.0
5954,166.0
5955,-220.0
5956,209.0
5957,-204.0
5958,272.0
5959,-174.0
5960,200.0
5961,-194.0
5962,203.0
5963,-192.0
5964,162.0
5965,-262.0
5966,180.0
5967,-225.0
5968,212.0
5969,-254.0
5970,202.0
5971,-301.0
5972,305.0
5973,-308.0
5974,293.0
5975,-286.0
5976,346.0
5977,-237.0
5978,275.0
5979,-332.0
5980,337.0
5981,-284.0
5982,324.0
5983,-291.0
5984,301.0
5985,-284.0
5986,286.0
5987,-300.0
5988,288.0
5989,-331.0
5990,328.0
5991,-319.0
5992,382.0
5993,-279.0
5994,275.0
5995,-279.0
5996,297.0
5997,-227.0
5998,273.0
5999,-310.0
6000,290.0
6001,-297.0
6002,612.0
6003,-249.0
6004,273.0
6005,-246.0
6006,267.0
6007,-334.0
6008,263.0
6009,-280.0
6010,289.0
6011,-265.0
6012,220.0
6013,-245.0
6014,478.0
6015,-273.0
6016,256.0
6017,-301.0
6018,254.0
6019,-272.0
6020,359.0
6021,-357.0
6022,284.0
6023,-307.0
6024,235.0
6025,-248.0
6026,320.0
6027,-346.0
6028,589.0
6029,-203.0
6030,659.0
6031,-319.0
6032,482.0
6033,-1178.0
6034,378.0
6035,-300.0
6036,671.0
6037,-367.0
6038,716.0
6039,-75.0
6040,181.0
6041,-210.0
6042,218.0
6043,-200.0
6044,233.0
6045,-235.0
6046,213.0
6047,-206.0
6048,170.0
6049,-196.0
6050,164.0
6051,-294.0
6052,259.0
6053,-259.0
6054,264.0
6055,-267.0
6056,251.0
6057,-561.0
6058,633.0
6059,-316.0
6060,-35.0
6061,61.0
6062,-17.0
6063,24.0
6064,5.0
6065,13.0
6066,-17.0
6067,24.0
6068,8.0
6069,18.0
6070,-5.0
6071,9.0
6072,-12.0
6073,44.0
6074,-25.0
6075,54.0
6076,53.0
6077,50.0
6078,22.0
6079,36.0
6080,-9.0
6081,2.0
6082,20.0
6083,61.0
6084,-5.0
6085,14.0
6086,13.0
6087,102.0
6088,-1.0
6089,91.0
6090,-39.0
6091,34.0
6092,-45.0
6093,40.0
6094,-63.0
6095,29.0
6096,-109.0
6097,96.0
6098,-82.0
6099,146.0
6100,-187.0
6101,393.0
6102,-303.0
6103,208.0
6104,-322.0
6105,333.0
6106,-217.0
6107,221.0
6108,-350.0
6109,314.0
6110,-400.0
6111,385.0
6112,-257.0
6113,232.0
6114,-352.0
6115,384.0
6116,-367.0
6117,361.0
6118,-276.0
6119,392.0
6120,-320.0
6121,334.0
6122,-373.0
6123,435.0
6124,-375.0
6125,580.0
6126,-532.0
6127,775.0
6128,-771.0
6129,-51.0
6130,40.0
6131,-49.0
6132,48.0
6133,0.0
6134,86.0
6135,-21.0
6136,85.0
6137,-82.0
6138,51.0
6139,-15.0
6140,61.0
6141,-22.0
6142,62.0
6143,-27.0
6144,38.0
6145,-11.0
6146,12.0
6147,-4.0
6148,69.0
6149,-72.0
6150,106.0
6151,-112.0
6152,90.0
6153,-76.0
6154,62.0
6155,-107.0
6156,102.0
6157,-83.0
6158,75.0
6159,-18.0
6160,50.0
6161,-16.0
6162,63.0
6163,-75.0
6164,12.0
6165,6.0
6166,-6.0
6167,-43.0
6168,33.0
6169,-28.0
6170,111.0
6171,-26.0
6172,16.0
6173,-37.0
6174,24.0
6175,0.0
6176,80.0
6177,-8.0
6178,27.0
6179,162.0
6180,19.0
6181,-61.0
6182,87.0
6183,-40.0
6184,182.0
6185,-55.0
6186,139.0
6187,-65.0
6188,158.0
6189,-171.0
6190,198.0
6191,-165.0
6192,207.0
6193,-196.0
6194,217.0
6195,-303.0
6196,261.0
6197,-153.0
6198,195.0
6199,-162.0
6200,132.0
6201,-183.0
6202,367.0
6203,-487.0
6204,528.0
6205,-388.0
6206,739.0
6207,-915.0
6208,-54.0
6209,89.0
6210,-89.0
6211,101.0
6212,-62.0
6213,107.0
6214,-91.0
6215,111.0
6216,-77.0
6217,107.0
6218,-95.0
6219,139.0
6220,-101.0
6221,145.0
6222,-74.0
6223,73.0
6224,88.0
6225,99.0
6226,-36.0
6227,62.0
6228,-28.0
6229,57.0
6230,16.0
6231,3.0
6232,-21.0
6233,85.0
6234,-36.0
6235,102.0
6236,-33.0
6237,56.0
6238,50.0
6239,11.0
6240,7.0
6241,-21.0
6242,30.0
6243,-14.0
6244,35.0
6245,-40.0
6246,28.0
6247,-21.0
6248,13.0
6249,-32.0
6250,39.0
6251,-17.0
6252,37.0
6253,-60.0
6254,25.0
6255,-14.0
6256,21.0
6257,-13.0
6258,11.0
6259,0.0
6260,14.0
6261,-12.0
6262,24.0
6263,50.0
6264,8.0
6265,3.0
6266,11.0
6267,-8.0
6268,6.0
6269,0.0
6270,-6.0
6271,25.0
6272,15.0
6273,-11.0
6274,-2.0
6275,-1.0
6276,4.0
6277,1.0
6278,11.0
6279,-11.0
6280,12.0
6281,-12.0
6282,53.0
6283,-37.0
6284,51.0
6285,-52.0
6286,120.0
6287,-137.0
6288,165.0
6289,-62.0
6290,87.0
6291,-56.0
6292,101.0
6293,-79.0
6294,219.0
6295,-54.0
6296,317.0
6297,-358.0
6298,437.0
6299,-268.0
6300,387.0
6301,-335.0
6302,328.0
6303,-354.0
6304,618.0
6305,-522.0
6306,774.0
6307,-770.0
6308,6185.0
6309,-6144.0
6310,-51.0
6311,35.0
6312,-51.0
6313,55.0
6314,-57.0
6315,48.0
6316,-40.0
6317,-13.0
6318,-41.0
6319,54.0
6320,-5.0
6321,15.0
6322,-28.0
6323,54.0
6324,-71.0
6325,32.0
6326,23.0
6327,34.0
6328,37.0
6329,53.0
6330,59.0
6331,101.0
6332,-83.0
6333,37.0
6334,-20.0
6335,2.0
6336,-3.0
6337,-60.0
6338,118.0
6339,-175.0
6340,53.0
6341,15.0
6342,44.0
6343,-14.0
6344,34.0
6345,-64.0
6346,28.0
6347,-92.0
6348,12.0
6349,54.0
6350,27.0
6351,-107.0
6352,12.0
6353,-167.0
6354,18.0
6355,-77.0
6356,59.0
6357,0.0
6358,0.0
6359,0.0
6360,0.0
6361,0.0
6362,0.0
6363,0.0
6364,0.0
6365,-51.0
6366,35.0
6367,-51.0
6368,55.0
6369,-35.0
6370,30.0
6371,-22.0
6372,15.0
6373,-39.0
6374,40.0
6375,-72.0
6376,60.0
6377,-6.0
6378,23.0
6379,-13.0
6380,0.0
6381,-7.0
6382,31.0
6383,12.0
6384,-6.0
6385,-20.0
6386,5.0
6387,-12.0
6388,15.0
6389,-17.0
6390,19.0
6391,11.0
6392,-12.0
6393,0.0
6394,-7.0
6395,12.0
6396,35.0
6397,-8.0
6398,2.0
6399,-9.0
6400,25.0
6401,-18.0
6402,14.0
6403,-22.0
6404,28.0
6405,-24.0
6406,39.0
6407,-46.0
6408,41.0
6409,-25.0
6410,62.0
6411,-66.0
6412,33.0
6413,-41.0
6414,12.0
6415,-29.0
6416,19.0
6417,-47.0
6418,6.0
6419,-39.0
6420,73.0
6421,-58.0
6422,84.0
6423,-28.0
6424,84.0
6425,-36.0
6426,123.0
6427,-19.0
6428,17.0
6429,-2.0
6430,27.0
6431,-45.0
6432,39.0
6433,-8.0
6434,59.0
6435,-73.0
6436,38.0
6437,-75.0
6438,112.0
6439,-24.0
6440,101.0
6441,-45.0
6442,30.0
6443,-24.0
6444,30.0
6445,42.0
6446,40.0
6447,-30.0
6448,42.0
6449,-32.0
6450,13.0
6451,-12.0
6452,-36.0
6453,2.0
6454,-10.0
6455,-8.0
6456,23.0
6457,-51.0
6458,125.0
6459,-37.0
6460,114.0
6461,-73.0
6462,22.0
6463,-78.0
6464,54.0
6465,-126.0
6466,91.0
6467,-249.0
6468,451.0
6469,-472.0
6470,348.0
6471,-283.0
6472,-51.0
6473,50.0
6474,-49.0
6475,48.0
6476,0.0
6477,86.0
6478,-21.0
6479,29.0
6480,-28.0
6481,30.0
6482,-75.0
6483,109.0
6484,-104.0
6485,153.0
6486,-64.0
6487,214.0
6488,-36.0
6489,150.0
6490,-13.0
6491,22.0
6492,-28.0
6493,5.0
6494,2.0
6495,151.0
6496,-21.0
6497,85.0
6498,-72.0
6499,131.0
6500,-88.0
6501,43.0
6502,214.0
6503,-196.0
6504,285.0
6505,-340.0
6506,287.0
6507,-171.0
6508,348.0
6509,-224.0
6510,319.0
6511,-274.0
6512,370.0
6513,-287.0
6514,219.0
6515,-454.0
6516,457.0
6517,-387.0
6518,405.0
6519,-427.0
6520,548.0
6521,-413.0
6522,574.0
6523,-572.0
6524,572.0
6525,-516.0
6526,595.0
6527,-609.0
6528,659.0
6529,-567.0
6530,553.0
6531,-531.0
6532,714.0
6533,-447.0
6534,606.0
6535,-575.0
6536,731.0
6537,-774.0
6538,809.0
6539,-820.0
6540,749.0
6541,-706.0
6542,858.0
6543,-767.0
6544,-51.0
6545,35.0
6546,6.0
6547,-27.0
6548,0.0
6549,-16.0
6550,14.0
6551,63.0
6552,22.0
6553,-30.0
6554,74.0
6555,-61.0
6556,72.0
6557,-30.0
6558,66.0
6559,-26.0
6560,84.0
6561,-25.0
6562,142.0
6563,-3.0
6564,72.0
6565,-35.0
6566,91.0
6567,75.0
6568,150.0
6569,106.0
6570,304.0
6571,-180.0
6572,276.0
6573,-133.0
6574,169.0
6575,-299.0
6576,862.0
6577,-834.0
6578,872.0
6579,-778.0
6580,3.0
6581,-2.0
6582,-37.0
6583,25.0
6584,-32.0
6585,113.0
6586,-111.0
6587,112.0
6588,-87.0
6589,90.0
6590,-104.0
6591,148.0
6592,-72.0
6593,105.0
6594,-82.0
6595,113.0
6596,-83.0
6597,157.0
6598,-96.0
6599,130.0
6600,-153.0
6601,118.0
6602,-113.0
6603,273.0
6604,-245.0
6605,331.0
6606,-309.0
6607,406.0
6608,-372.0
6609,335.0
6610,-237.0
6611,334.0
6612,-360.0
6613,378.0
6614,-358.0
6615,299.0
6616,-247.0
6617,346.0
6618,-363.0
6619,367.0
6620,-174.0
6621,118.0
6622,-13.0
6623,244.0
6624,-66.0
6625,257.0
6626,-156.0
6627,139.0
6628,-194.0
6629,347.0
6630,-171.0
6631,93.0
6632,-55.0
6633,2.0
6634,0.0
6635,-19.0
6636,59.0
6637,917.0
6638,-932.0
6639,-51.0
6640,50.0
6641,-49.0
6642,32.0
6643,-33.0
6644,48.0
6645,-21.0
6646,-12.0
6647,-25.0
6648,20.0
6649,-35.0
6650,55.0
6651,-59.0
6652,76.0
6653,-6.0
6654,53.0
6655,-22.0
6656,6.0
6657,16.0
6658,8.0
6659,-33.0
6660,204.0
6661,-25.0
6662,44.0
6663,-40.0
6664,21.0
6665,16.0
6666,-18.0
6667,28.0
6668,-35.0
6669,81.0
6670,-82.0
6671,69.0
6672,-63.0
6673,100.0
6674,-27.0
6675,52.0
6676,-75.0
6677,79.0
6678,-81.0
6679,71.0
6680,-21.0
6681,125.0
6682,-66.0
6683,112.0
6684,-19.0
6685,32.0
6686,-20.0
6687,18.0
6688,-5.0
6689,37.0
6690,6.0
6691,13.0
6692,0.0
6693,0.0
6694,0.0
6695,-3.0
6696,5.0
6697,69.0
6698,40.0
6699,-7.0
6700,50.0
6701,-25.0
6702,92.0
6703,-63.0
6704,87.0
6705,-31.0
6706,76.0
6707,-89.0
6708,49.0
6709,-30.0
6710,112.0
6711,-63.0
6712,176.0
6713,-203.0
6714,184.0
6715,-171.0
6716,192.0
6717,-172.0
6718,237.0
6719,-130.0
6720,187.0
6721,-113.0
6722,144.0
6723,-123.0
6724,201.0
6725,-133.0
6726,178.0
6727,-138.0
6728,151.0
6729,-214.0
6730,303.0
6731,-211.0
6732,252.0
6733,-254.0
6734,254.0
6735,-187.0
6736,237.0
6737,-247.0
6738,128.0
6739,-36.0
6740,47.0
6741,-13.0
6742,49.0
6743,-12.0
6744,12.0
6745,-51.0
6746,42.0
6747,-44.0
6748,89.0
6749,-72.0
6750,74.0
6751,-48.0
6752,111.0
6753,-86.0
6754,116.0
6755,-72.0
6756,230.0
6757,-156.0
6758,120.0
6759,-44.0
6760,82.0
6761,-48.0
6762,252.0
6763,-83.0
6764,110.0
6765,-87.0
6766,87.0
6767,-88.0
6768,73.0
6769,-108.0
6770,110.0
6771,-67.0
6772,99.0
6773,-62.0
6774,10.0
6775,7.0
6776,41.0
6777,74.0
6778,39.0
6779,13.0
6780,-17.0
6781,49.0
6782,-54.0
6783,27.0
6784,-40.0
6785,55.0
6786,-33.0
6787,61.0
6788,-4.0
6789,75.0
6790,-34.0
6791,38.0
6792,-93.0
6793,25.0
6794,0.0
6795,-12.0
6796,-21.0
6797,22.0
6798,21.0
6799,-25.0
6800,0.0
6801,-5.0
6802,21.0
6803,-12.0
6804,20.0
6805,-15.0
6806,19.0
6807,-19.0
6808,13.0
6809,-8.0
6810,11.0
6811,-21.0
6812,48.0
6813,-12.0
6814,11.0
6815,0.0
6816,17.0
6817,0.0
6818,22.0
6819,-2.0
6820,39.0
6821,0.0
6822,-3.0
6823,-3.0
6824,18.0
6825,-20.0
6826,18.0
6827,-15.0
6828,9.0
6829,-16.0
6830,17.0
6831,-17.0
6832,9.0
6833,-3.0
6834,1.0
6835,-8.0
6836,12.0
6837,-28.0
6838,12.0
6839,-12.0
6840,0.0
6841,-9.0
6842,0.0
6843,12.0
6844,-11.0
6845,0.0
6846,-11.0
6847,-37.0
6848,18.0
6849,-42.0
6850,12.0
6851,-33.0
6852,58.0
6853,-12.0
6854,28.0
6855,-33.0
6856,12.0
6857,-18.0
6858,41.0
6859,-37.0
6860,18.0
6861,7.0
6862,24.0
6863,-12.0
6864,138.0
6865,18.0
6866,75.0
6867,-2.0
6868,4.0
6869,-16.0
6870,-63.0
6871,-48.0
6872,-34.0
6873,128.0
6874,19.0
6875,-20.0
6876,38.0
6877,-35.0
6878,27.0
6879,-6.0
6880,2.0
6881,-11.0
6882,18.0
6883,12.0
6884,18.0
6885,-13.0
6886,22.0
6887,-19.0
6888,11.0
6889,0.0
6890,80.0
6891,-82.0
6892,88.0
6893,-60.0
6894,79.0
6895,-296.0
6896,277.0
6897,-424.0
6898,403.0
6899,-480.0
6900,547.0
6901,-491.0
6902,442.0
6903,-513.0
6904,489.0
6905,-479.0
6906,400.0
6907,-387.0
6908,381.0
6909,-343.0
6910,400.0
6911,-329.0
6912,426.0
6913,-409.0
6914,330.0
6915,-349.0
6916,403.0
6917,-445.0
6918,321.0
6919,-165.0
6920,174.0
6921,-189.0
6922,164.0
6923,-118.0
6924,148.0
6925,-163.0
6926,118.0
6927,-150.0
6928,253.0
6929,-334.0
6930,242.0
6931,-307.0
6932,288.0
6933,-250.0
6934,277.0
6935,-263.0
6936,254.0
6937,-156.0
6938,240.0
6939,-208.0
6940,290.0
6941,-274.0
6942,338.0
6943,-158.0
6944,199.0
6945,-259.0
6946,320.0
6947,-325.0
6948,375.0
6949,-376.0
6950,436.0
6951,-412.0
6952,459.0
6953,-454.0
6954,-54.0
6955,50.0
6956,-49.0
6957,32.0
6958,-53.0
6959,1.0
6960,-26.0
6961,16.0
6962,-46.0
6963,-35.0
6964,-94.0
6965,44.0
6966,15.0
6967,54.0
6968,-53.0
6969,57.0
6970,-59.0
6971,29.0
6972,-88.0
6973,70.0
6974,-45.0
6975,48.0
6976,-14.0
6977,32.0
6978,13.0
6979,0.0
6980,11.0
6981,13.0
6982,-4.0
6983,18.0
6984,-13.0
6985,0.0
6986,-7.0
6987,-9.0
6988,-1.0
6989,17.0
6990,-37.0
6991,15.0
6992,7.0
6993,45.0
6994,25.0
6995,25.0
6996,9.0
6997,6.0
6998,-2.0
6999,0.0
7000,-17.0
7001,-3.0
7002,19.0
7003,14.0
7004,0.0
7005,12.0
7006,18.0
7007,-37.0
7008,34.0
7009,-32.0
7010,34.0
7011,-28.0
7012,58.0
7013,-12.0
7014,37.0
7015,-37.0
7016,25.0
7017,-31.0
7018,32.0
7019,-40.0
7020,77.0
7021,-39.0
7022,55.0
7023,-27.0
7024,55.0
7025,-17.0
7026,97.0
7027,17.0
7028,-11.0
7029,28.0
7030,-2.0
7031,-26.0
7032,-2.0
7033,-12.0
7034,22.0
7035,-10.0
7036,53.0
7037,-9.0
7038,2.0
7039,-12.0
7040,-39.0
7041,58.0
7042,-36.0
7043,32.0
7044,-32.0
7045,19.0
7046,-36.0
7047,48.0
7048,-27.0
7049,35.0
7050,-23.0
7051,20.0
7052,-10.0
7053,30.0
7054,-31.0
7055,59.0
7056,-23.0
7057,85.0
7058,-4.0
7059,32.0
7060,33.0
7061,16.0
7062,-33.0
7063,5.0
7064,97.0
7065,-90.0
7066,25.0
7067,-54.0
7068,0.0
7069,-20.0
7070,72.0
7071,-151.0
7072,-2.0
7073,67.0
7074,-60.0
7075,158.0
7076,-45.0
7077,119.0
7078,-104.0
7079,87.0
7080,12.0
7081,107.0
7082,-86.0
7083,77.0
7084,-24.0
7085,44.0
7086,-6.0
7087,42.0
7088,10.0
7089,84.0
7090,-93.0
7091,117.0
7092,-1.0
7093,117.0
7094,-99.0
7095,58.0
7096,-64.0
7097,229.0
7098,143.0
7099,-209.0
7100,115.0
7101,-41.0
7102,51.0
7103,-60.0
7104,177.0
7105,-29.0
7106,143.0
7107,-56.0
7108,156.0
7109,-127.0
7110,194.0
7111,-154.0
7112,167.0
7113,-278.0
7114,291.0
7115,-55.0
7116,373.0
7117,-183.0
7118,263.0
7119,-416.0
7120,334.0
7121,-313.0
7122,337.0
7123,-366.0
7124,285.0
7125,-311.0
7126,249.0
7127,-353.0
7128,359.0
7129,-262.0
7130,439.0
7131,-286.0
7132,427.0
7133,-392.0
7134,387.0
7135,-383.0
7136,373.0
7137,-355.0
7138,369.0
7139,-229.0
7140,365.0
7141,-438.0
7142,469.0
7143,-477.0
7144,492.0
7145,-458.0
7146,496.0
7147,-501.0
7148,453.0
7149,-487.0
7150,522.0
7151,-501.0
7152,500.0
7153,-484.0
7154,-37.0
7155,18.0
7156,1.0
7157,44.0
7158,-37.0
7159,61.0
7160,-36.0
7161,37.0
7162,-41.0
7163,62.0
7164,-32.0
7165,36.0
7166,-41.0
7167,29.0
7168,-36.0
7169,69.0
7170,-30.0
7171,23.0
7172,11.0
7173,29.0
7174,4.0
7175,-5.0
7176,-18.0
7177,27.0
7178,-23.0
7179,0.0
7180,-20.0
7181,27.0
7182,-32.0
7183,12.0
7184,-26.0
7185,50.0
7186,-25.0
7187,46.0
7188,-23.0
7189,24.0
7190,-29.0
7191,43.0
7192,-14.0
7193,29.0
7194,-20.0
7195,50.0
7196,-8.0
7197,17.0
7198,-3.0
7199,20.0
7200,-22.0
7201,20.0
7202,-15.0
7203,24.0
7204,-33.0
7205,32.0
7206,-14.0
7207,13.0
7208,-12.0
7209,13.0
7210,19.0
7211,0.0
7212,40.0
7213,34.0
7214,-9.0
7215,37.0
7216,0.0
7217,36.0
7218,-9.0
7219,25.0
7220,-30.0
7221,83.0
7222,-47.0
7223,43.0
7224,-30.0
7225,23.0
7226,-46.0
7227,58.0
7228,-12.0
7229,48.0
7230,-48.0
7231,26.0
7232,-2.0
7233,23.0
7234,6.0
7235,-9.0
7236,755.0
7237,-230.0
7238,713.0
7239,-732.0
7240,941.0
7241,-881.0
7242,4.0
7243,-878.0
7244,836.0
7245,-556.0
7246,776.0
7247,-919.0
7248,840.0
7249,-826.0
7250,848.0
7251,-825.0
7252,858.0
7253,-1015.0
7254,996.0
7255,-955.0
7256,1162.0
7257,-987.0
7258,792.0
7259,-1070.0
7260,-51.0
7261,40.0
7262,-49.0
7263,56.0
7264,-24.0
7265,1.0
7266,-48.0
7267,16.0
7268,-46.0
7269,33.0
7270,-94.0
7271,30.0
7272,15.0
7273,54.0
7274,-53.0
7275,57.0
7276,-22.0
7277,46.0
7278,-97.0
7279,70.0
7280,-45.0
7281,20.0
7282,15.0
7283,6.0
7284,45.0
7285,39.0
7286,4.0
7287,-5.0
7288,-16.0
7289,12.0
7290,-31.0
7291,56.0
7292,16.0
7293,51.0
7294,-61.0
7295,142.0
7296,104.0
7297,-13.0
7298,17.0
7299,172.0
7300,11.0
7301,-4.0
7302,55.0
7303,-30.0
7304,17.0
7305,2.0
7306,81.0
7307,-3.0
7308,-4.0
7309,-23.0
7310,37.0
7311,-87.0
7312,165.0
7313,-164.0
7314,202.0
7315,58.0
7316,22.0
7317,-9.0
7318,-24.0
7319,21.0
7320,-50.0
7321,57.0
7322,-19.0
7323,38.0
7324,-58.0
7325,35.0
7326,-16.0
7327,30.0
7328,-16.0
7329,45.0
7330,-63.0
7331,23.0
7332,-220.0
7333,44.0
7334,-16.0
7335,29.0
7336,-39.0
7337,49.0
7338,-30.0
7339,33.0
7340,-21.0
7341,20.0
7342,-37.0
7343,45.0
7344,-37.0
7345,26.0
7346,-10.0
7347,27.0
7348,-21.0
7349,17.0
7350,-35.0
7351,33.0
7352,-27.0
7353,38.0
7354,-35.0
7355,32.0
7356,-16.0
7357,19.0
7358,-18.0
7359,17.0
7360,-19.0
7361,9.0
7362,-9.0
7363,15.0
7364,-18.0
7365,12.0
7366,-22.0
7367,16.0
7368,-12.0
7369,13.0
7370,-25.0
7371,12.0
7372,-11.0
7373,23.0
7374,-16.0
7375,14.0
7376,-17.0
7377,10.0
7378,-10.0
7379,-37.0
7380,18.0
7381,1.0
7382,28.0
7383,-22.0
7384,46.0
7385,-20.0
7386,40.0
7387,-60.0
7388,27.0
7389,-48.0
7390,77.0
7391,-48.0
7392,76.0
7393,-66.0
7394,80.0
7395,-44.0
7396,66.0
7397,-40.0
7398,50.0
7399,23.0
7400,16.0
7401,-7.0
7402,-1.0
7403,-58.0
7404,54.0
7405,-41.0
7406,0.0
7407,51.0
7408,-25.0
7409,70.0
7410,-72.0
7411,35.0
7412,9.0
7413,60.0
7414,-14.0
7415,13.0
7416,82.0
7417,28.0
7418,9.0
7419,12.0
7420,-2.0
7421,117.0
7422,-20.0
7423,33.0
7424,-39.0
7425,50.0
7426,-36.0
7427,31.0
7428,-57.0
7429,62.0
7430,-55.0
7431,61.0
7432,-55.0
7433,172.0
7434,-98.0
7435,100.0
7436,-38.0
7437,56.0
7438,-137.0
7439,112.0
7440,-97.0
7441,63.0
7442,-69.0
7443,132.0
7444,-145.0
7445,127.0
7446,-112.0
7447,141.0
7448,-159.0
7449,141.0
7450,-142.0
7451,132.0
7452,-121.0
7453,181.0
7454,-162.0
7455,245.0
7456,-216.0
7457,257.0
7458,-247.0
7459,276.0
7460,-302.0
7461,287.0
7462,-280.0
7463,242.0
7464,-307.0
7465,384.0
7466,-303.0
7467,250.0
7468,-188.0
7469,155.0
7470,-203.0
7471,189.0
7472,-169.0
7473,163.0
7474,-128.0
7475,134.0
7476,-125.0
7477,148.0
7478,-163.0
7479,254.0
7480,-170.0
7481,210.0
7482,-179.0
7483,242.0
7484,-23.0
7485,151.0
7486,-153.0
7487,101.0
7488,-131.0
7489,143.0
7490,-191.0
7491,156.0
7492,-190.0
7493,255.0
7494,-305.0
7495,647.0
7496,-647.0
7497,699.0
7498,-1178.0
7499,147.0
7500,-1136.0
7501,12.0
7502,-1039.0
7503,655.0
7504,-87.0
7505,1111.0
7506,-1039.0
7507,18.0
7508,-1120.0
7509,-37.0
7510,34.0
7511,-32.0
7512,65.0
7513,-100.0
7514,136.0
7515,-71.0
7516,119.0
7517,-27.0
7518,34.0
7519,19.0
7520,11.0
7521,-5.0
7522,5.0
7523,-19.0
7524,28.0
7525,-2.0
7526,25.0
7527,-31.0
7528,54.0
7529,-35.0
7530,51.0
7531,-10.0
7532,64.0
7533,-41.0
7534,102.0
7535,-46.0
7536,24.0
7537,9.0
7538,51.0
7539,-57.0
7540,12.0
7541,-75.0
7542,88.0
7543,-93.0
7544,84.0
7545,-63.0
7546,48.0
7547,-34.0
7548,147.0
7549,25.0
7550,-18.0
7551,32.0
7552,14.0
7553,6.0
7554,6.0
7555,18.0
7556,19.0
7557,0.0
7558,44.0
7559,-12.0
7560,14.0
7561,-12.0
7562,-6.0
7563,-1.0
7564,4.0
7565,12.0
7566,32.0
7567,15.0
7568,11.0
7569,-50.0
7570,-4.0
7571,0.0
7572,-2.0
7573,-71.0
7574,94.0
7575,-17.0
7576,16.0
7577,-36.0
7578,71.0
7579,-48.0
7580,54.0
7581,10.0
7582,62.0
7583,108.0
7584,-20.0
7585,25.0
7586,-33.0
7587,23.0
7588,-12.0
7589,42.0
7590,-14.0
7591,33.0
7592,-8.0
7593,-54.0
7594,50.0
7595,-27.0
7596,42.0
7597,10.0
7598,-17.0
7599,9.0
7600,3.0
7601,10.0
7602,50.0
7603,-6.0
7604,23.0
7605,6.0
7606,-7.0
7607,15.0
7608,-27.0
7609,61.0
7610,-29.0
7611,215.0
7612,-182.0
7613,182.0
7614,-154.0
7615,194.0
7616,-168.0
7617,214.0
7618,-212.0
7619,278.0
7620,-294.0
7621,473.0
7622,-235.0
7623,259.0
7624,-227.0
7625,353.0
7626,-251.0
7627,205.0
